20 2054.43446500
25 477.72280000
30 96.57116000
35 17.22120000
40 10.18079500
45 8.95281500
50 7.30101500
55 4.97587000
60 2.96502000
65 1.69873500
70 1.04967500
75 .78321000
80 .69307000
85 .64429500
90 .58218500
95 .50415500
100 .40878000
105 .32068500
110 .25408500
115 .20857500
120 .17598500
125 .15115500
130 .13027000
135 .11258500
140 .09700500
145 .08149500
150 .06836500
155 .05782000
160 .04945500
165 .04306000
170 .03755000
175 .03210500
180 .02653000
185 .02040500
190 .01380500
195 .00673000
200 0
