20 132.43025500
30 5.88541000
40 4.11123000
50 3.17039500
60 2.76732500
70 2.50576000
80 2.37820500
90 2.16650000
100 1.59928000
110 1.34254000
120 1.31016000
130 1.05831500
140 .75858500
150 .66368500
160 .64926000
170 .54776500
180 .40844000
190 .33646500
200 .32857500
210 .30905000
220 .25184000
230 .19326500
240 .16700500
250 .16435500
260 .15626000
270 .13115500
280 .10190500
290 .08496500
300 .08136000
310 .08034000
320 .07245000
330 .05843500
340 .04544000
350 .03870500
360 .03741500
370 .03687000
380 .03312500
390 .02639500
400 .01945500
410 .01503000
420 .01367000
430 .01353500
440 .01258500
450 .00986000
460 .00598500
470 .00258500
480 .00054000
490 0
500 0
