3.4 -22.74405756
3.41 -22.74717165
3.42 -22.75006987
3.43 -22.75274532
3.44 -22.75504673
3.45 -22.75729696
3.46 -22.75934341
3.47 -22.76119177
3.48 -22.76283458
3.49 -22.76429318
3.5 -22.76556175
3.51 -22.76664115
3.52 -22.76753991
3.53 -22.76826375
3.54 -22.76881285
3.55 -22.76919238
3.56 -22.76941365
3.57 -22.76946596
3.58 -22.76936613
3.59 -22.76911179
3.6 -22.76870061
3.61 -22.76814396
3.62 -22.76744079
3.63 -22.76659837
3.64 -22.76561924
3.65 -22.76450573
3.66 -22.76326273
3.67 -22.76188407
3.68 -22.76038175
3.69 -22.75875616
3.7 -22.75701481
3.71 -22.75515258
3.72 -22.75317267
3.73 -22.75109132
3.74 -22.74889841
3.75 -22.74659433
3.76 -22.74419597
3.77 -22.74168869
3.78 -22.73907807
3.79 -22.73638335
3.8 -22.73358615
