20 2231.19398000
25 239.76590666
30 -426.76145666
35 -479.17756666
40 -382.01015666
45 -282.13013333
50 -170.80241666
55 -88.19636000
60 -37.66713000
65 -9.61600333
70 1.00006333
75 3.07316000
80 1.69545000
85 2.83565000
90 2.95724000
95 2.84780666
100 2.90141333
105 2.76621666
110 2.38167333
115 1.91876333
120 1.33798333
125 .80432000
130 .44023333
135 .05079333
140 -.06362666
145 -.05700666
150 .11360666
155 .25338333
160 .37402000
165 .43320333
170 .45615333
175 .42735333
180 .37370000
185 .33152333
190 .22871000
195 .12240333
200 0
