20 1426.26787666
25 351.27299333
30 130.84082000
35 75.13779666
40 49.92332000
45 30.35271000
50 16.41027666
55 8.32808666
60 4.72026666
65 3.60328333
70 3.32763333
75 3.06980666
80 2.61261000
85 2.00398000
90 1.38950333
95 .87539000
100 .51424666
105 .30354000
110 .20299666
115 .16571666
120 .15991000
125 .15691666
130 .14875333
135 .12798333
140 .10109000
145 .07283333
150 .04811666
155 .02947666
160 .01473666
165 .00934000
170 .00630333
175 .00539666
180 .00544000
185 .00426000
190 .00335333
195 .00185666
200 0
