3 -57.17925333
3.005 -57.18072692
3.01 -57.18214252
3.015 -57.18352589
3.02 -57.18485428
3.025 -57.18613865
3.03 -57.18738367
3.035 -57.18858149
3.04 -57.18973033
3.045 -57.19082898
3.05 -57.19188784
3.055 -57.19291193
3.06 -57.19388394
3.065 -57.19482072
3.07 -57.19571042
3.075 -57.19656995
3.08 -57.19737753
3.085 -57.19814593
3.09 -57.19887678
3.095 -57.19957104
3.1 -57.20021801
3.105 -57.20083447
3.11 -57.20140814
3.115 -57.20193817
3.12 -57.20243393
3.125 -57.20289349
3.13 -57.20331817
3.135 -57.20370127
3.14 -57.20405526
3.145 -57.20436656
3.15 -57.20464259
3.155 -57.20489386
3.16 -57.20509710
3.165 -57.20526919
3.17 -57.20540577
3.175 -57.20550890
3.18 -57.20558152
3.185 -57.20561415
3.19 -57.20561457
3.195 -57.20558750
3.2 -57.20552594
3.205 -57.20542702
3.21 -57.20530728
3.215 -57.20514296
3.22 -57.20495142
3.225 -57.20473533
3.23 -57.20448913
3.235 -57.20421059
3.24 -57.20390369
3.245 -57.20356286
3.25 -57.20319631
3.255 -57.20279608
3.26 -57.20236227
3.265 -57.20190425
3.27 -57.20141822
3.275 -57.20090417
3.28 -57.20036102
3.285 -57.19979567
3.29 -57.19919681
3.295 -57.19857299
3.3 -57.19792333
