5.3 -15.75465225
5.305 -15.75512014
5.31 -15.75556583
5.315 -15.75600391
5.32 -15.75642053
5.325 -15.75682381
5.33 -15.75720591
5.335 -15.75757963
5.34 -15.75793489
5.345 -15.75827485
5.35 -15.75859761
5.355 -15.75890581
5.36 -15.75920050
5.365 -15.75947880
5.37 -15.75974153
5.375 -15.75998866
5.38 -15.76022686
5.385 -15.76044766
5.39 -15.76065063
5.395 -15.76084758
5.4 -15.76102241
5.405 -15.76118751
5.41 -15.76133569
5.415 -15.76147210
5.42 -15.76159500
5.425 -15.76170538
5.43 -15.76180380
5.435 -15.76188545
5.44 -15.76195499
5.445 -15.76201002
5.45 -15.76205500
5.455 -15.76208437
5.46 -15.76210442
5.465 -15.76211037
5.47 -15.76210121
5.475 -15.76208259
5.48 -15.76205041
5.485 -15.76200633
5.49 -15.76195293
5.495 -15.76188655
5.5 -15.76180896
5.505 -15.76171758
5.51 -15.76161695
5.515 -15.76150157
5.52 -15.76137432
5.525 -15.76124068
5.53 -15.76109404
5.535 -15.76093769
5.54 -15.76076462
5.545 -15.76058485
5.55 -15.76039508
5.555 -15.76019481
5.56 -15.75998065
5.565 -15.75975766
5.57 -15.75952519
5.575 -15.75928129
5.58 -15.75902646
5.585 -15.75876540
5.59 -15.75849517
5.595 -15.75820999
5.6 -15.75792051
