3.4 -22.77544197
3.41 -22.77840690
3.42 -22.78116243
3.43 -22.78368900
3.44 -22.78600693
3.45 -22.78811733
3.46 -22.79002047
3.47 -22.79173144
3.48 -22.79324413
3.49 -22.79457475
3.5 -22.79570478
3.51 -22.79665816
3.52 -22.79743556
3.53 -22.79803599
3.54 -22.79846601
3.55 -22.79872902
3.56 -22.79882216
3.57 -22.79876422
3.58 -22.79854732
3.59 -22.79817790
3.6 -22.79765730
3.61 -22.79698907
3.62 -22.79618748
3.63 -22.79523877
3.64 -22.79415382
3.65 -22.79293581
3.66 -22.79159044
3.67 -22.79011359
3.68 -22.78851330
3.69 -22.78679427
3.7 -22.78496026
3.71 -22.78300872
3.72 -22.78093771
3.73 -22.77876859
3.74 -22.77648980
3.75 -22.77410487
3.76 -22.77161943
3.77 -22.76902946
3.78 -22.76635176
3.79 -22.76357095
3.8 -22.76070961
