20 2066.46196500
25 483.20698500
30 97.45172500
35 16.49887500
40 9.64364500
45 8.70254000
50 7.19543500
55 4.87675500
60 2.87461000
65 1.63880500
70 .98947000
75 .70423000
80 .58477000
85 .51470000
90 .44823500
95 .37891500
100 .29993500
105 .23136000
110 .18245000
115 .15211000
120 .12898000
125 .10864000
130 .08796000
135 .06659500
140 .04442000
145 .02081500
150 0
