20 2777.53199000
25 1544.00623000
30 863.76868000
35 371.70030500
40 148.79511500
45 63.41354500
50 31.04029500
55 18.41537000
60 13.38698000
65 11.05761500
70 9.23996500
75 7.35591500
80 5.77561500
85 4.42409500
90 3.12631500
95 2.15493500
100 1.41145000
105 .88158000
110 .54599500
115 .33102500
120 .21796000
125 .15898000
130 .12939000
135 .11734500
140 .11306000
145 .10442000
150 .09993000
155 .09217500
160 .08108500
165 .06748000
170 .05319500
175 .04258500
180 .03047500
185 .01993000
190 .01149500
195 .00483000
200 0
