20 62.47264500
25 6.84420500
30 1.61866500
35 1.42016000
40 1.10328500
45 .41667000
50 .19496500
55 .07224500
60 .14816500
65 .17673500
70 .17877500
75 .14755000
80 .10041000
85 .09040500
90 .07163000
95 .08619000
100 .06639500
105 .06428500
110 .06040500
115 .03666500
120 .04108500
125 .02666500
130 .02591500
135 .02346500
140 .01741500
145 .02102000
150 .01210500
155 .01428500
160 .01013500
165 .01353500
170 .00278500
175 .01081500
180 .00006500
185 -.00081500
190 .00557500
195 -.00476000
200 0
