10 20160.50992000
15 3901.21237333
20 339.71831333
25 -64.31093333
30 4.20982666
35 25.71584666
40 16.51182000
45 6.00069666
50 2.09768000
55 2.16226000
60 2.48340000
65 2.13323333
70 1.37467333
75 .76727000
80 .50835333
85 .50191333
90 .52268333
95 .49207000
100 .39987000
105 .29655666
110 .21968333
115 .17460333
120 .16149666
125 .15605666
130 .15007000
135 .13120333
140 .10607666
145 .08308333
150 .06467000
155 .05106666
160 .04362666
165 .03900000
170 .03415000
175 .02684666
180 .01918333
185 .01392000
190 .00775333
195 .00367333
200 0
