50 90.67085000
75 80.34474000
100 69.49787500
125 67.82648500
150 62.46591000
175 58.98428000
200 57.07084500
225 44.68395000
250 29.48142500
275 20.63997000
300 19.20518000
325 18.04257500
350 13.85107000
375 9.04268000
400 6.76821500
425 6.35501000
450 6.05997500
475 4.91696000
500 3.44509500
525 2.31357500
550 1.88983000
575 1.83812500
600 1.67363500
625 1.23308000
650 .65225500
675 .23775500
700 .06768500
725 .03782000
750 0
