20 3073.08593333
25 1063.46437333
30 317.42457000
35 89.35774333
40 25.94904666
45 11.99205666
50 9.52189666
55 7.87710333
60 5.97317000
65 4.10674000
70 2.56344666
75 1.59277000
80 1.13702666
85 .94083333
90 .84078333
95 .78767666
100 .74885666
105 .68146333
110 .55325000
115 .40463000
120 .26558000
125 .18848333
130 .18925333
135 .21011666
140 .22290333
145 .20150000
150 .16090666
155 .11655333
160 .09256333
165 .09533000
170 .09945666
175 .09183666
180 .07192666
185 .04489666
190 .01646000
195 .00063333
200 0
