3.4 -23.86242810
3.41 -23.86560466
3.42 -23.86854099
3.43 -23.87125620
3.44 -23.87373728
3.45 -23.87602774
3.46 -23.87810071
3.47 -23.87997231
3.48 -23.88164929
3.49 -23.88312566
3.5 -23.88442081
3.51 -23.88551965
3.52 -23.88644310
3.53 -23.88718599
3.54 -23.88774982
3.55 -23.88814374
3.56 -23.88836783
3.57 -23.88844067
3.58 -23.88834433
3.59 -23.88809084
3.6 -23.88769544
3.61 -23.88714112
3.62 -23.88645542
3.63 -23.88562169
3.64 -23.88464019
3.65 -23.88351959
3.66 -23.88228005
3.67 -23.88090244
3.68 -23.87942388
3.69 -23.87779952
3.7 -23.87605118
3.71 -23.87418946
3.72 -23.87222673
3.73 -23.87014478
3.74 -23.86794696
3.75 -23.86564121
3.76 -23.86324346
3.77 -23.86073966
3.78 -23.85813557
3.79 -23.85543266
3.8 -23.85264695
