10 19819.37257666
15 3838.63825000
20 332.92571666
25 -64.89978666
30 4.18193333
35 25.73430333
40 16.51676333
45 5.99952000
50 2.09768000
55 2.16439333
60 2.48530333
65 2.13473000
70 1.37558000
75 .76745000
80 .50871666
85 .50227666
90 .52264000
95 .49202666
100 .39996000
105 .29678333
110 .21936666
115 .17456000
120 .16122666
125 .15628333
130 .14979666
135 .13115666
140 .10603333
145 .08276666
150 .06462666
155 .05129333
160 .04385333
165 .03895666
170 .03410333
175 .02702666
180 .01891000
185 .01365000
190 .00775333
195 .00340000
200 0
