3.4 -36.84087762
3.41 -36.84409798
3.42 -36.84708965
3.43 -36.84985801
3.44 -36.85240099
3.45 -36.85473989
3.46 -36.85686139
3.47 -36.85879256
3.48 -36.86051071
3.49 -36.86203612
3.5 -36.86336511
3.51 -36.86451403
3.52 -36.86547879
3.53 -36.86625808
3.54 -36.86686944
3.55 -36.86730390
3.56 -36.86756806
3.57 -36.86767215
3.58 -36.86761465
3.59 -36.86740125
3.6 -36.86703903
3.61 -36.86651836
3.62 -36.86584892
3.63 -36.86504640
3.64 -36.86410821
3.65 -36.86302354
3.66 -36.86180875
3.67 -36.86046285
3.68 -36.85899274
3.69 -36.85739685
3.7 -36.85567784
3.71 -36.85384667
3.72 -36.85190027
3.73 -36.84983829
3.74 -36.84765446
3.75 -36.84538658
3.76 -36.84300211
3.77 -36.84051973
3.78 -36.83794285
3.79 -36.83526742
3.8 -36.83249081
